"Name","Description","Fun Fact 1","Fun Fact 2","Fun Fact 3"
"Redbone Coonhound Dog Breed ","The Redbone Coonhound, also known as the Redbone, the Redbone Hound and the Red Coon Dog, is truly an all-American breed.    This is an easy-going, friendly, good-natured hound dog that is immediately recognizable by its beautiful, deep red coat.  Redbones were bred to perpetuate their instinctive desire and talent for hunting and treeing raccoons and other large game, including bobcat, cougar and even bear.  Redbone Coonhounds are surefooted and swift.  They also are fantastic family dogs; they adore children and get along famously with other companion animals.  Today, this is the only solid-colored purebred coonhound. The American Kennel Club accepted the Redbone Coonhound for full registration as a member of its Hound Group in 2009. ","The average Redbone Coonhound stands about 21-27 inches high and weighs between 45-70 pounds. Their smooth, shiny, short coats can be kept in great shape with an occasional brushing or wipe-down with a damp cloth.  They are not heavy shedders.","The Redbone Coonhound is truly an all-American dog that was developed in latter half of the 18th century. Early-on, no real attempt was made to develop red hounds that consistently bred true to type. Eventually, a group of fanciers in the southern United States started a selective breeding program.","The Redbone Coonhound dog breed has a personality and temperament that is determined, energetic, tenacious, tireless and fearless, especially while on the hunt.  They are very athletic, and require regular exercise to maintain healthy mental and physical fitness."
"Rhodesian Ridgeback Dog Breed ","The Rhodesian Ridgeback, also known as the African Lion Hound, the African Lion Dog, the Rhodesian Lion Dog, the African Bull-Dog, the Van Rooyan Lion Dog and the Ridgeback, and less formally as “the dog with a snake on its back,” is instantly recognizable by the unique ridge of hair that grows forward (in the opposite direction of the rest of its coat) along the top of its back.  As a hallmark of this breed, the ridge must be clearly defined, tapering and symmetrical, starting behind the shoulders and continuing to a point between the hips.  There should be two identical crowns of hair, called “whorls,” directly opposite each other.  Long thought to be the only breed with a ridge, several lesser-known breeds share this trait, including the Thai Ridgeback and the Phu Quok Dog.  The Rhodesian Ridgeback is a powerful, intelligent and formidable breed that can be domineering and aggressive if not properly socialized and has a strong prey drive. It is not a particularly good choice for novice owners.  The Rhodesian Ridgeback was recognized by the American Kennel Club as a member of its Hound Group in 1955.","The average Rhodesian Ridgeback stands about 24-27 inches high and weighs between 70-85 pounds.They have a short coat that is most definable by a unique ridge of hair that grows forward in a line up their back.  Other than an occasional brushing, little grooming is required","The Rhodesian Ridgeback was developed in South Africa where the bred was used as a hunting dog for the purpose of hunting lions. The Ridgeback breed was further developed in the 1700’s through crosses with native wild dogs and immigrant dogs, but the exact ancestry of the Ridgeback breed is not known.","The Rhodesian Ridgeback dog breed has a personality and temperament that is naturally reserved towards strangers, but should never be aggressive or shy. Pet owners of the Rhodesian Ridgeback need to have experience training dogs, or they should enroll in professional obedience classes."
"Rottweiler Dog Breed ","The Rottweiler, also known as the Rottweil Dog, the Rottweiler Metzerhund, the Butcher’s Dog, the Rott and the Rottie, is a solid, stocky, deep-chested dog with a dependable and willing disposition, great intelligence and an unusually strong guarding instinct. Because of irresponsible breeders and owners who neither raised nor socialized their dogs properly, the Rottweiler has developed an undeserved reputation as a dangerous dog. However, their calmness, confidence and desire to please make them extremely popular for police, therapy, obedience, show, service and guide dog work. They are one of the most popular breeds in America as family and personal companions and when raised with love and kindness are no more dangerous than any other powerful dog breed. The Rottweiler was recognized by the American Kennel Club in 1931 and was accepted into the Working Group in 1935.","Appearance & Grooming of the Rottweiler Dog Breed:  The average Rottweiler stands 22 to 27 inches high at the shoulders and weighs between 85 and 130 pounds. Their short coat is easy to care for, and regular brushing will help to control shedding.","History and Health of the Rottweiler Dog Breed: The exact origin and ancestry of the Rottweiler is unknown, but the Rottweiler has played many roles throughout its history including that of livestock guard and herder, personal guard dog, cart dog, police dog, therapy dog, and house pet.","The Rottweiler Dog Breed has a personality and temperament that is courageous and loyal.  They are instinctively protective of their family and home territory. Rottweilers form their closest bond with their primary caretaker. This breed is not for everyone, as they require intense socialization and training throughout their lives."
"Saint Bernard Dog Breed ","The Saint Bernard, also known as the Alpine Mastiff, the Alpine Dog, the Alpendog, the Alpine Spaniel, the Barry Dog, the Good Samaritan Dog, the Holy Dog, the Monastery Dog, the Mountain Dog, the Mount St. Bernard Dog, the Talhund, the Bauernhund, the St. Bernhardshund, the Hospice Dog, the Saint and the St. Bernard, is famous not only for its enormous size but also for the thousands of human lives the breed has saved in the Swiss alps through its instinctive rescue abilities. This giant breed requires a firm hand when out for walks but tends to be a gentle and unexcitable animal. It is the National Dog of Switzerland and holds the record for being the heaviest dog in the world, with the record held by an American dog weighing 295 pounds. The Saint Bernard was recognized by the American Kennel Club in 1885 as a member of the Working Group.","Appearance & Grooming of the Saint Bernard Dog Breed:  The average St. Bernard stands 25.5 to 27.5 inches high at the shoulders and weighs between 130 and 180 pounds. Their coats only require an occasional brush, but their eyes should be frequently cleaned and checked for any signs of infection.","History and Health of the Saint Bernard Dog Breed: The breed was known for their rescue work in the Great Saint Bernard Pass between Switzerland and Italy, particularly at a Hospice that was built for weary travelers where the St. Bernard was used as a guard, working, and rescue dog.","The Saint Bernard Dog Breed has a personality and temperament that is sociable and loving. Owners have a responsibility to ensure that their St. Bernard is socialized, trained, and can be handled in any situation. Those who are not experienced with training dogs should seek professional trainers if they are interested in adopting this breed."
"Saluki Dog Breed Information ","The elegant, aristocratic Saluki, also called the Persian Greyhound, Arabian Hound, Gazelle Hound, Saluqi, Tazi, El Hor (“The Noble One”) and The Royal Dog of Egypt, is one of the world's oldest domestic breeds.  Some say that it dates back to a time before ancient Egypt, which was one of the earliest of all human civilizations. Its name probably comes from “Saluq,” a long-gone Arab town.  Salukis are sighthounds that were bred by nomadic tribesmen to chase down, restrain and kill rabbit, fox, deer and even the swift gazelle. Desert-bred Salukis are still used for hunting in the Middle East and in the West.  The Saluki was (and still is) prized for its keen eyesight, exceptional agility and remarkable speed.  Their exotic looks – lean, graceful and feathered with the silkiest of coats - also make them popular show dogs.  The Saluki may appear delicate, and to some even skinny, but this should not fool you into thinking that it is fragile.  This is a powerful athlete with the strength and stamina to tirelessly cover uneven and dangerous terrain over great distances in pursuit of its pray.","Appearance & Grooming of the Saluki Dog Breed:  The average Saluki stands 23-28 inches high, and weighs between 35-70 pounds.  The Saluki’s coat is smooth, silky and incredibly soft. Most have long, thin feathering on their ears, legs and tails.","History and Health of the Saluki Dog Breed:  Learn about the history and development of the Saluki dog breed, including common and potential hereditary health issues that may affect this breed of dog.","The Saluki dog breed has a personality and temperament that is reserved, sensitive and gentle.  They are curious, clever and can be a bit mischievous.  Salukis usually are fairly independent and aloof around strangers."
"Samoyed Dog Breed ","The Samoyed, also known as the as the Sam, the Sammy, the Smiley, and the Smiling Sammy, is a breed of dog in the Working Group. The Samoyed is recognized by its continually smiling expression and a gentle, loyal, temperament. The Samoyed was approved by the AKC in 1993.","Appearance & Grooming of the Samoyed Dog Breed:  The average Samoyed stands 19 to 23.5 inches high at the shoulders and weighs between 35 and 65 pounds. Their thick coat needs to be brushed frequently to control shedding and tangles, and they need regular professional grooming.","Samoyeds are typically very good about grooming themselves, and upkeep as far as bathing, is minimal. Dirt typically falls from the outer layer of fur with little work, making the dog deceptively easy to keep very clean looking. Though puppy fur is more porous and will tend to take on the color of grass or mud if the dog spends a lot of time in outdoor environments.","History and Health of the Samoyed Dog Breed: The Samoyed is considered to be the breed that most closely related to primitive dogs as they have no wolf or fox blood in their ancestry. The Samoyed was developed in Siberia over a thousand years ago, where they were used as sled pulling, working, and hunting dogs."
"Schipperke Dog Breed ","The Schipperke, meaning ‘little captain’ in Flemish, is a breed of dog in the Non-Sporting Group. This breed is well known for their superior watch dog capabilities and for their loyal, yet independent, nature. The Schipperke was approved by the AKC in 1990.","Appearance & Grooming of the Schipperke Dog Breed:  The average Schipperke stands 10 to 13 inches high at the shoulders and weighs between 12 and 18 pounds. Their thick double coat requires regular brushing to keep it free of tangles, and they will blow their coat up to 3 times a year.","History and Health of the Schipperke Dog Breed: The Schipperke was developed in Belgium in the late 1600’s in order to create a small companion and watchdog. For many years they were a favorite watch and companion dog on canal boats which is where they received their ‘little captain’ name.","The Schipperke Dog Breed has a personality and temperament that is curious and faithful. They are natural watch dogs, and as a result they are continually watching everything around them. This breed will form a very close bond with its primary caretaker, but it will also form bonds with family members too."
"Scottish Deerhound Dog Breed ","The Scottish Deerhound, also at times known as the Fleethound, Rough Highland Greyhound, Irish Wolf Dog, Scottish Wolfhound, Scotch Greyhound, Rough Coated Greyhound, Rough Greyhound, Scotch Deerhound, Highland Greyhound, Highland Deerhound, Wolfdog and Staghound, is a very ancient breed that was originally bred to hunt wolves, rather than deer. This breed has a strong prey drive for smaller, furry animals. It is a wonderful, calm and gentle family dog, with quiet yet courageous devotion to its family members. The Scottish Deerhound normally does not make a good watch or guard dog, because he is too polite and kind-hearted.","Appearance & Grooming of the Scottish Deerhound Dog Breed:  The average Scottish Deerhound stands 28 to 32 inches high at the shoulders and weighs between 75 and 110 pounds. Their wiry coat should be brushed regularly and hand stripped on a frequent basis.","History and Health of the Scottish Deerhound Dog Breed: The origins of the Deerhound are unclear, but Deerhound was identified in the 1500 – 1600’s as a distinct breed. They were developed in Scotland, and they were developed and superior hunting and chasing dogs particularly for deer hunts.","The Scottish Deerhound Dog Breed has a personality and temperament that is gentle and loving. This breed is an excellent family dog. The Deerhound needs socialization and training to ensure their genial nature develops to its full potential, and due to their hunting traits they should be in canine only households."
"Scottish Terrier Dog Breed ","The Scottish Terrier, also known as the Aberdeen Terrier, the Diehard, and the Scottie, is a breed of dog in the Terrier Group. This breed is recognized by its short stature and characteristic beard in addition to its bold ‘sheriff’ type attitude. The Scottish Terrier was recognized by the AKC in 1885 and AKC approved in 1993. In 2010, a Scottish Terrier named ""Sadie"" won Best In Show at the world renowned Westminster Kennel Club Dog Show.","Appearance & Grooming of the Scottish Terrier Dog Breed:  The average Scottish Terrier stands ten inches tall and weighs between 18 and 22 pounds. Their coat needs to be brushed daily to prevent matting and control shedding; professional cuts and grooming is recommended for the Scottie as well.","History and Health of the Scottish Terrier Dog Breed: The Scottish Terrier was developed in Scotland as a fox hunter and ratter in the 1800’s. The breed’s exact origins are not known, but once the breed was developed great care was taken to ensure that the standards and bloodlines remained pure and true.","The Scottish Terrier Dog Breed has a personality and temperament that is loving and sensitive. They are excellent watch dogs. The Scottie loves to play but does not like rough play, and they are best suited for homes with children who can be taught how to properly handle the Scottie."
"Sealyham Terrier Dog Breed ","The Sealyham Terrier, also known as the Pembrokeshire Terrier and the Sealy Ham Terrier, is a smart and sassy little dog whose small size belies its strength and typical terrier temperament. Bred to hunt badger and other small game, it has a strong-willed, bold and active disposition. The breed was recognized by the American Kennel Club in 1911 as a member of the Terrier Group and had its American show debut in San Mateo, California, that same year.","Appearance & Grooming of the Sealyham Terrier Dog Breed:  The average Sealyham stands 10.5 inches high at the shoulders and weighs between 23 and 24 pounds. Their coat should be brushed on a regular basis and frequently hand stripped to remove dead hairs.","History and Health of the Sealyham Terrier Dog Breed: The Sealyham was developed in England during the mid to late 1800’s by a Captain John Edwards. Captain Edwards created the breed for badger, fox, and otter hunting using crosses between the Corgi, various terriers, and hounds.","The Sealyham Terrier Dog Breed has a personality and temperament that is animated and loving. While they form close bonds with family members, they are known for their very independent nature. They love to play and run, and should be walked on a daily basis, but they are also famous for being lazy couch potatoes."
"Shetland Sheepdog Breed ","The Shetland Sheepdog, also known as the Dwarf Scotch Shepherd, the Shetland Collie, the Toonie Dog, the Peerie, the Fairy Dog and the Sheltie, is basically a small working rough-coated collie. It was bred to control flocks of sheep and herds of cattle. It is a naturally willing, obedient and kind breed that excels in obedience and agility competitions as well as in the show ring. It is perhaps best known for its beautiful appearance and its affectionate disposition as a beloved family companion. It is reserved around strangers, but not aggressively so.","Appearance & Grooming of the Shetland Sheepdog Breed:  The average Sheltie stands 13 to 16 inches high and weighs between 14 and 27 pounds. Their thick coat requires daily brushing to avoid mats and tangles, and regular brushing will also help to control shedding.","History and Health of the Shetland Sheepdog Breed: The Shetland Sheepdog breed was developed in Scotland in the 1700’s. The breed was developed as a herding and companion dog, and their small size was created to suit the smaller sized livestock on the Shetland Islands.","The Shetland Sheepdog Breed has a personality and temperament that is gentle and playful, and yet they are good watchdogs as well. Pet owners need to be sure to socialize, train, and exercise the Sheltie properly to allow the breed’s athletic, mental, and personality traits to flourish."
"Shiba Inu Dog Breed ","The Shiba Inu, also known as the Shiba Ken, the Little Brushwood Dog, the Japanese Turf Dog, the Little Turf Dog, the Japanese Small-Size Dog or simply the Shiba, is the oldest, smallest and most popular of all Japanese breeds. Its name translates from Japanese as “small dog.” It strongly resembles a smaller Akita but is solid in coat color. Today, the Shiba Inu is the most abundant companion dog in Japan, and it also makes a wonderful watchdog. The Shiba is independent, disinterested in strangers and retains its strong prey drive. It rarely barks, and when it does vocalize it tends to emit a strange howl called the “Shiba Scream.” It is cat-like in its cleanliness and can be headstrong. The Shiba Inu was recognized by the American Kennel Club in 1992, into its Stud Book and as a member of the Miscellaneous Class. It became eligible for full registration as a member of the Non-Sporting Group in 1993.","Appearance & Grooming of the Shiba Inu Dog Breed:  The average Shiba stands 13.5 to 16.5 inches high at the shoulders and weighs between 17 and 23 pounds. Their thick coat needs to be brushed daily, and the coat should only be bathed when necessary or the natural weatherproof oils can be stripped from the fur.","History and Health of the Shiba Inu Dog Breed: The Shiba Inu was developed in Japan as a bird and small game hunter and watch dog. The exact origins of the breed are unknown, but the breed was officially named in the early 1900’s.","The Shiba Inu Dog Breed has a personality and temperament that is energetic and courageous. They enjoy companionship and play with all members of a family including children. The Shiba is naturally reserved and aloof towards strangers, and they can be aggressive towards other animals if they are not socialized."
"Shih Tzu Dog Breed ","The Shih Tzu, also known as the Chinese Lion Dog, the Lhasa Lion Dog, the Chrysanthemum-Faced Dog or the Chrysanthemum Dog, is an ancient breed dating back to 600 A.D. “Shih Tzu” means “lion.” These are docile, intelligent dogs. They have always been primarily companion dogs, and their happy dispositions reflect this today. The Shih Tzu was recognized by the American Kennel Club in 1969, as a member of the Toy Group.","The average Shih Tzu stands about 9-11 inches high and weighs on average between 9-16 pounds. Their long coat needs daily brushing, and many pet owners keep their Shih Tzu in a puppy cut to minimize brushing and grooming times.","The Shih Tzu was developed in China specifically as a house pet and companion. Their origin and ancestry is unknown, but there are written records and paintings of the breed dating from the year 624 A.D.","The Shih Tzu dog breed has a personality and temperament that is loyal, affectionate, outgoing, and alert.  While the Shih Tzu is an excellent watch dog, they tend not to make great guard dogs.  Due to its friendly nature, the Shih Tzus tends to interact well with other dogs."
"Siberian Husky Dog Breed","The Siberian Husky, which has also been known as the Arctic Husky, the Siberian Dog, the Siberian Chukchi, the Chukchi Seld Dog, the Chukch, the Husky or simply the Sib, has been a preeminent sled-pulling dog for centuries in the harsh Siberian tundra. It came to America in the early 1900s and quickly became one of the most popular breeds among Alaskan dog mushers. The husky is the supreme sled dog – smaller and faster than the Malamute and capable of going much greater distances at higher speeds. The Siberian Husky is naturally outgoing and friendly, typically not traits well-suited to watchdog or guarding tasks. He also is uniformly independent and has a strong desire to roam. Siberians are prone to communal howling, although they rarely bark otherwise. They are pack animals and prefer the company of people and other dogs, although Sibs tend to view smaller dogs and cats as prey. The Siberian Husky was recognized by the American Kennel Club in 1930 as a member of the Working Group.","Appearance & Grooming of the Siberian Husky Dog Breed:  The average Siberian Husky stands 20 to 23.5 inches high at the shoulders and weighs between 35 and 60 pounds. Their thick coat is easy to care for, and they only require regular brushing during times of the year when they shed heavily.","History and Health of the Siberian Husky Dog Breed: The Husky was developed in Siberia, by the Chukchi people, as a sled dog. Their exact origins and ancestry are unknown, but the breed’s blood lines were kept very pure; the Husky breed was introduced to Alaska in the early 1900’s.","The Siberian Husky Dog Breed has a personality and temperament that is playful and energetic.  As intelligent dogs, Huskies have been known to be mischievous and they are easily bored; this breed needs plenty of supervision and activities, and they should not be left alone for long periods of time."
"Silky Terrier Dog Breed ","The Silky Terrier, also known as the Sydney Silky Terrier, the Sydney Silky, the Australian Silky Terrier, the Australian Silky, the Silky Terrier, the Silky Toy Terrier and simply the Silky, was “developed” as a breed in the late 1800s in Australia, from crosses of imported Yorkshire Terriers and native Australian Terriers. This is Australia’s only “toy” breed and is a true toy terrier in all ways: cheerful, curious, affectionate and loyal. The Silky Terrier was developed strictly as a companion animal and unlike many other terriers has not regularly been used to hunt vermin or game, although it can certainly do so. The Silky was admitted into the Toy Group by the American Kennel Club in 1959.","Appearance & Grooming of the Silky Terrier Dog Breed:  The average Silky is 9 to 10 inches high at the shoulders and weighs around 10 pounds. Their coat requires daily brushing to prevent tangles, and because the Silky is low to the ground they usually require frequent baths and grooming.","History and Health of the Silky Terrier Dog Breed: The Silky Terrier was developed in Australia to hunt small game and rodents. The breed was created in the late 1800’s – early 1900’s using crosses between the English Yorkshire and the Australian Terrier.","The Silky Terrier Dog Breed has a personality and temperament that is intelligent and affectionate. They form strong bonds with their primary caretaker, but they love anybody who will play with them. The Silky can be quite a handful because of their extreme energy, and they need plenty of socialization and training."
"Skye Terrier Dog Breed ","The Skye Terrier, also known as the Isle of Skye Terrier or simply the Skye, appears much the same today as it did nearly four centuries ago: long, low to the ground, level-backed and about twice as long as he is tall. The Skye is known for his huge prick ears and flowing coat that falls straight down both sides of his body nearly reaching the ground. He was bred to be a working terrier, capable of tracking and overtaking badger, fox and otter and going to ground when necessary. The Skye is courageous, strong, even-tempered, loyal, friendly with friends and family and standoffish with strangers. The Skye Terrier was recognized by the American Kennel Club in 1887, as a member of the Terrier Group.","Appearance & Grooming of the Skye Terrier Dog Breed:  The average Skye Terrier stands 10 inches high and weighs between 25 and 35 pounds. Their coat requires daily brushing to avoid matting, and they should be groomed on an occasional basis.","History and Health of the Skye Terrier Dog Breed: The Skye Terrier was developed in the northern Scottish island of Skye in the 1600’s. The breed was created through a cross between local Skye dogs and the Maltese, and they were bred for superior hunting skills of small game as well as companionship.","The Skye Terrier Dog Breed has a personality and temperament that is courageous and protective, and they are naturally reserved towards strangers. This is not a highly energetic breed, but they enjoy a good run. The Skye Terrier often requires obedience training, using positive reinforcement, to prevent ""small dog syndrome."""
"Sloughi Dog Breed ","The Sloughi, also known as the Arabian Greyhound, Arabian Sighthound, North African Gazelle Hound, or Sloughi Moghrebi, is a medium-sized, slender, athletic sighthound that is closely related to the Saluki, the Afghan Hound and the Azawakh. Some people suggest that this ancient breed was named after an Arabic word meaning “fast as the wind.”  Others speculate that its name came from the Saharan settlement of Slouguia, or from the Yemeni towns of Saluk or Saloug.  Alternatively, those settlements might have been named after the dog.  For thousands of years, the Sloughi has been treasured in Morocco and other parts of North Africa for its agility, speed, stamina and superior hunting talents.  It was used by its early nomadic masters to chase down wild hare, pig, fox, deer, gazelle and other small desert-dwelling mammals and birds. These are gentle, quiet dogs that are extremely loyal and devoted to their human companions.","Appearance & Grooming of the Sloughi Dog Breed:  The average Sloughi stands 26-29 inches high, and weighs between 45-50 pounds.  Their coat is always smooth, short and fine.  They may develop a slight undercoat during especially cold seasons.","History and Health of the Sloughi Dog Breed:  Learn all about the history and development of the Sloughi, including common and potential hereditary health issues that may affect this breed of dog.","The Sloughi dog breed has a personality and temperament that is sensitive, gentle, and loving.  If raised properly with children and other companion animals, Sloughis can get along with them quite well."
"Smooth Fox Terrier Dog Breed ","The Smooth Fox Terrier, also known as the Fox Terrier, the Smooth-haired Fox Terrier, the Smooth-coated Fox Terrier and most affectionately as “the gentleman of the terrier world,” is an old English breed that has been shown in the United States for more than a century. It developed in the 17th century as a hunting and sporting dog that specialized in flushing foxes and other vermin from their dens. Its keen senses of sight and smell, together with its size and stamina, made it especially well-suited to that task. The Smooth Fox Terrier is, as they say, “all terrier.” It is plucky, active, short-backed and intently focused on whatever job it is given to do. It is used less to hunt fox and rodents now than it was historically and is more commonly used as a show dog and a companion. Potential owners should remember that this small terrier has an almost insatiable instinct to dig and is quite vocal. The Smooth Fox Terrier was recognized by the American Kennel Club as a breed distinct from the Wire Fox Terrier in 1995. The combined breed was admitted into the AKC, with a smooth and a wire variety, in 1885.","Appearance & Grooming of the Smooth Fox Terrier Dog Breed:  The average Foxie stands 14 to 15.5 inches high at the shoulders and weighs between 15 and 20 pounds. The short coat of the Foxie is very easy to care for, and an occasional brush of the coat will help to control any shedding.","History and Health of the Smooth Fox Terrier Dog Breed: The Smooth Fox Terrier was developed in the 1700’s in England for fox hunting; their digging capabilities were created to form a ‘digging machine’ that could go deep into fox burrows. The Smooth Fox Terrier was created using terrier, Greyhound, and Beagle crosses.","The Smooth Fox Terrier Dog Breed has a personality and temperament that is playful and energetic. The Foxie particularly enjoys spending time playing with children and learning new tricks, and with their athletic prowess and needs for mental stimulation the Foxie and family children can entertain one another for hours."
"Wheaten Terrier Dog Breed ","The Soft Coated Wheaten Terrier, also known as the Irish Wheaten Terrier, the Wheaten Irish Terrier, the Wheaten Terrier and the “poor man’s wolfhound,” is a medium-sized, sturdy terrier that originated in Ireland several centuries ago as an all-around farm dog for poor tenant farmers. He is an alert and happy dog, with his silky, wheat-colored coat being a hallmark of the breed. The Wheaten is less “terrier-like” than most other terriers, with a much softer coat and a less aggressive or “forward” disposition. It still has a strong instinctive desire to chase smaller animals, especially cats, and it can be strong-headed. The Soft Coated Wheaten Terrier was fully admitted to the American Kennel Club in 1973, as a member of its Terrier Group.","Appearance & Grooming of the Soft Coated Wheaten Terrier Dog Breed:  The average Wheaten stands 17 to 19 inches high and weighs between 30 and 40 pounds. Their fluffy coat should be combed daily to prevent tangles. The Wheaten is a low shedding breed and are considered to be hypoallergenic.","History and Health of the Soft Coated Wheaten Terrier Dog Breed: The Wheaten is believed to be hundreds of years old; there is also evidence to suggest that the breed is related to the Kerry Blue Terrier. The breed was developed in Ireland as an all around working farm dog and hunter of small game.","The Soft Coated Wheaten Terrier Dog Breed has a personality and temperament that is playful and energetic. These are great family dogs and are excellent watch and guard dogs, as well. As long as the Wheaten is properly socialized, this breed will get along well with other dogs and non-canine animals."
"Spinone Italiano Dog Breed ","The Spinone Italiano, also known as the Bracco Spinone (in its country of origin), the Italian Spinone (in Great Britain), the Italian Coarsehaired Pointer, the Italian Pointer, the Italia Wire-Haired Pointing Dog, the Italian Griffon and simply the Spinone, is a versatile dog that was developed to hunt game in the Piedmont region of Italy long ago. It got its name from the phrase Bracco Spinoso, which means “prickly pointer.” Some speculate that the term refers to the thorny brush into which only a Spinone would enter fearlessly during a hunt. Others are certain that the name refers to the “prickly” harsh nature of the Spinone’s coat.","Appearance & Grooming of the Spinone Italiano Dog Breed:  The average Spinone stands 22 to 27 inches high at the shoulders and weighs between 60 and 80 pounds. Their coat is very easy to care and only requires occasional hand stripping to remove dead hairs.","History and Health of the Spinone Italiano Dog Breed: The Spinone was developed in Italy in the 1900’s. They were bred as hunting, pointing, and retrieving dogs. Unlike most breeds that are used for these purposes, the Spinone is slow moving and very discerning as to when they are on the hunt and when they are off the hunt.","The Spinone Italiano Dog Breed has a personality and temperament that is gentle and quiet. The Spinone is a wonderful family dog and personal companion, but don’t expect this breed to be a watchdog. The Spinone loves to play and clown around, and they get along well with other animals and children."
"English Springer Spaniel Dog Breed ","The English Springer Spaniel, also known as the Springer Spaniel, the Springer, the Wood Spaniel, the Norfolk Spaniel, the Springing Spaniel or the “gamekeeper’s dog,” was originally used to flush game for hunters and falcons centuries ago. It was named for its primary function, which was to frighten the game and make it “spring” out of hiding. When guns were invented, the English Springer Spaniel was transformed into an upland game hunter, which remains its talent today. It is a friendly, eager to please and quick to learn dog, willing to do what is asked of it without resentment or hesitation. This breed is highly active and requires regular daily exercise to avoid boredom. The English Springer Spaniel was recognized by the American Kennel Club in 1910 as a member of the Sporting Group.","Appearance & Grooming of the English Springer Spaniel Dog Breed:  The average English Springer Spaniel stands 19 to 20 inches high at the shoulder and weighs on average between 40 and 50 pounds. Their long, wavy and silky hair should be brushed daily and groomed regularly.","An English Springer Spaniel bred for the field is often used as an upland flushing dog. In performing this task there are some skills the dog must be trained to perform.","History and Health of the English Springer Spaniel Dog Breed: The English Springer Spaniel was bred as a gun dog and later as a competition dog. English Springer Spaniels and Cocker Spaniels were considered to be the same breed until the late 1800’s. In 1902 the English Springer Spaniel was acknowledged as its own breed."
"Staffordshire Bull Terrier Dog Breed ","The Staffordshire Bull Terrier, also known as the Bulldog Terrier, the Old Pit Bull Terrier, the Bull-and-Terrier, the Pit Dog, the Brindle Bull, the Patched Fighting Terrier, the Staffordshire Terrier, the Staffordshire Pit Dog, the “Staffy Bull” or simply the “Staffie,” is a dog with an old history and a big reputation. It is known for is intelligence, trustworthiness, tenacity and tremendous courage. The Staffordshire Bull Terrier is affectionate, steady and especially fond of children, earning its nickname the “Nanny Dog.” However, without proper training and control, the Staffie can display aggression towards other dogs and animals. The Kennel Club (England) calls this its tendency to “get its retaliation in first.” The Staffy Bull was accepted into the Stud Book of the American Kennel Club in 1974 and gained full acceptance into the Terrier Group the following year.","Appearance & Grooming of the Staffordshire Bull Terrier Dog Breed:  The average Staffy stands 14 to 16 inches high at the shoulders and weighs between 24 and 38 pounds. Their short coat is very easy to care for, but their eyes and ears need to be cleaned on a regular basis.","History and Health of the Staffordshire Bull Terrier Dog Breed: The breed was developed in England in the 1900’s by crossing the Bulldog Mastiff mixes with terrier breeds. Unfortunately they were originally bred for dog fighting enthusiasts, but fortunately their kind nature helped them to become valued family companions.","The Staffordshire Bull Terrier Dog Breed has a personality and temperament that is energetic and playful.  This breed loves to play, chew, be with family, and live life to the fullest. Pet owners need to ensure that their pet is trained well because a Staffy can be impossible to walk if they have not had obedience training."
"Standard Schnauzer Dog Breed ","The Standard Schnauzer, once known as the Wire-haired Pinscher, the Mittelschnauzer (Medium Schnauzer) or simply the Schnauzer, is the oldest of the three distinct Schnauzer breeds (the other two being the Miniature Schnauzer and the Giant Schnauzer, which descend from the Standard Schnauzer). This is a working breed that is generally healthy, sound and long-lived. It is extremely intelligent, active and reliable and is especially good with children. As noted in an American Kennel Club publication, “Standard Schnauzers are not for those who want a slow, placid dog or one that can be fed and forgotten. Schnauzers insist on being part of family activities and develop best when treated in this manner. Outstanding companions known for their devotion and love of family, they are not one-person dogs but rather become true family members.” The American Kennel Club accepted the Standard Schnauzer into its Working Group in 1904.","Appearance & Grooming of the Standard Schnauzer Dog Breed:  The average Schnauzer stands 17.5 to 19.5 inches high at the shoulders and weighs between 30 and 45 pounds. Their wiry coat should be brushed on a daily basis, and professional grooming clips are recommended for this breed.","History and Health of the Standard Schnauzer Dog Breed: The Standard Schnauzer was developed in Germany before the 1400’s. They were always popular house pets, watch dogs, and working dogs, and they were created from a cross between the black German Poodle, the Gray Wolf Spitz, and the Pinscher.","The Standard Schnauzer Dog Breed has a personality and temperament that is energetic and intelligent. The Schnauzer will form very strong bonds with all family members, and this breed is an excellent watch dog as well. They need consistent socialization and training to prevent dominance, anxiety, and aggression from developing."
"Sussex Spaniel Dog Breed ","The Sussex Spaniel, also known as the Sussex, is a specialized hunting dog known for its low profile, short legs, golden-liver color and massive head. The Sussex was developed specifically as a field hunting dog that was particularly adept at penetrating thick, heavy undergrowth to reach and flush game birds. The Sussex Spaniel has an especially keen nose for finding upland game. One of its more unusual traits is “giving tongue” – or “baying” - while on the hunt, keeping the hunter informed about the type and location of quarry being flushed. According to one author: “He is a noisy, babbling sort, that will rouse a cock from the densest covert. So natural does this babbling seem… that no matter how young, down go their heads and out comes the music.”","Appearance & Grooming of the Sussex Spaniel Dog Breed:  The average Sussex stands 13 to 15 inches high at the shoulders and weighs between 35 to 45 pounds. Their coat should be brushed daily to prevent tangles and matting..","History and Health of the Sussex Spaniel Dog Breed: The Sussex was developed in Sussex England for hunting; their low body was created to move easily and quietly through the brush and they have a very talented nose. The Sussex was developed in the 1800’s using crosses between hunting and spaniel dogs.","The Sussex Spaniel Dog Breed has a personality and temperament that is gentle and companionable. They are a very sociable breed, but due to their friendly personality they do not make good watch or guard dogs. The Sussex is a very low energy breed, but they still require daily exercise to prevent weight gain."
